is_anomalous,category,raw_log,cpu_utilization,memory_utilization,process_count,unusual_process_executed,privilege_escalation_attempt,duration,src_bytes,dst_bytes,wrong_fragment,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,c2_beaconing_score,dns_tunneling_flag,impossible_travel,mfa_bypass,privilege_changes,login_hour,read_bytes_sec,write_bytes_sec,exfiltration_ratio
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,68.34,84.7,278,0,0,0.8239,571,98,0,162,126,0.8375,0.1024,167,176,0.0609,0,0,0,1,17,2645.59,1586.05,5.8265
0,normal,Telemetry stream verified: Core metrics secure.,79.44,83.13,271,0,0,0.9047,887,1493,0,161,122,0.8936,0.0641,185,172,0.0132,0,0,0,0,16,3387.9,2704.31,0.5941
0,normal,Telemetry stream verified: Core metrics secure.,79.49,89.59,266,0,0,0.8354,859,2347,0,164,135,0.9055,0.0949,194,145,0.0606,0,0,0,0,10,1798.76,2559.92,0.366
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,76.61,79.53,279,0,0,1.5714,1751,425,0,165,130,0.8184,0.0866,170,176,0.0241,0,0,0,1,8,2866.83,1526.54,4.12
0,normal,Telemetry stream verified: Core metrics secure.,79.47,90.14,271,0,0,2.2348,329,3219,0,156,114,0.8673,0.0959,192,149,0.0321,0,0,0,0,13,1899.74,2081.18,0.1022
0,normal,Telemetry stream verified: Core metrics secure.,84.45,88.04,265,0,0,1.0068,1278,3801,0,157,128,0.9642,0.1312,180,156,0.0777,0,0,0,0,16,2848.87,2818.64,0.3362
1,Compromised VM,Integrity Alert: Local privilege escalation shell spawned by unrecognized compiler runtime.,93.39,88.02,396,1,1,0.2058,993,3762,0,156,124,0.8566,0.0563,172,148,0.0931,0,0,0,0,9,2954.04,2563.31,0.264
1,Lateral movement,Security Alert: Sweep port scan detected originating from internal service socket.,95.0,84.17,277,0,0,0.7687,216,1267,0,165,211,0.9792,0.8728,203,148,0.0526,0,0,0,0,13,3309.33,1279.39,0.1705
0,normal,Telemetry stream verified: Core metrics secure.,81.27,87.31,273,0,0,0.911,441,520,0,165,133,0.8195,0.0437,168,142,0.0065,0,0,0,0,13,2193.69,959.82,0.8481
0,normal,Telemetry stream verified: Core metrics secure.,80.11,85.6,271,0,0,2.0937,491,344,0,157,121,0.8685,0.1482,196,144,0.0836,0,0,0,0,13,2345.3,1745.28,1.4273
0,normal,Telemetry stream verified: Core metrics secure.,82.0,83.39,276,0,0,1.9261,2588,511,0,161,131,0.9816,0.0508,175,140,0.1006,0,0,0,0,17,2717.78,2335.6,5.0646
0,normal,Telemetry stream verified: Core metrics secure.,78.53,85.02,267,0,0,0.8364,748,3787,0,162,144,0.9003,0.1436,194,137,0.0035,0,0,0,0,8,1752.59,1842.91,0.1975
0,normal,Telemetry stream verified: Core metrics secure.,83.56,95.84,269,0,0,2.0095,2615,808,0,162,133,0.9828,0.0191,195,133,0.0247,0,0,0,0,8,3650.61,2732.42,3.2364
0,normal,Telemetry stream verified: Core metrics secure.,76.94,80.68,265,0,0,2.2152,454,5555,0,156,140,0.8452,0.1404,158,154,0.0798,0,0,0,0,12,3106.59,1405.61,0.0817
0,normal,Telemetry stream verified: Core metrics secure.,77.41,84.51,280,0,0,1.1781,348,8961,0,163,120,0.8169,0.1025,167,143,0.0304,0,0,0,0,13,2778.21,961.96,0.0388
0,normal,Telemetry stream verified: Core metrics secure.,86.4,86.26,276,0,0,0.8569,2326,601,0,165,122,0.9963,0.0508,190,175,0.0927,0,0,0,0,11,2023.26,2262.03,3.8702
0,normal,Telemetry stream verified: Core metrics secure.,75.64,81.63,280,0,0,2.3366,1687,12203,0,161,142,0.818,0.0599,197,174,0.1163,0,0,0,0,8,1765.14,2205.9,0.1382
1,Botnet node,Security Alert: High-rate outbound beacon detected matching known C2 channels.,100.0,80.72,268,0,0,2.0185,106590,1500,0,157,128,0.8166,0.0126,171,128,0.8627,1,0,0,0,11,3081.02,1892.03,71.06
1,Malicious container,Docker Monitor: Container breakout detected. Local host directories mounting bypass active.,91.42,75.29,269,1,1,0.6433,718,2552,0,163,136,0.8655,0.0227,172,137,0.1112,0,0,0,0,12,2935.4,1104.06,0.2813
0,normal,Telemetry stream verified: Core metrics secure.,89.53,85.94,280,0,0,0.912,650,1850,0,162,143,0.9303,0.0602,178,147,0.0797,0,0,0,0,10,2566.69,1039.72,0.3514
0,normal,Telemetry stream verified: Core metrics secure.,77.6,86.93,272,0,0,0.341,1224,2006,0,158,133,0.8769,0.0789,163,159,0.0737,0,0,0,0,16,2033.73,1268.32,0.6102
0,normal,Telemetry stream verified: Core metrics secure.,79.22,79.54,270,0,0,2.1159,149,2290,0,158,114,0.9066,0.0593,202,162,0.0052,0,0,0,0,10,2339.93,1713.14,0.0651
0,normal,Telemetry stream verified: Core metrics secure.,84.23,86.57,266,0,0,2.0897,506,4124,0,164,132,0.8994,0.0375,182,140,0.0922,0,0,0,0,16,3252.92,1275.17,0.1227
1,Compromised VM,Integrity Alert: Local privilege escalation shell spawned by unrecognized compiler runtime.,88.63,93.94,364,1,1,0.993,2744,41,0,162,141,0.9043,0.124,196,131,0.1151,0,0,0,0,15,2269.89,1254.49,66.9268
0,normal,Telemetry stream verified: Core metrics secure.,78.72,90.28,271,0,0,1.5485,595,2605,0,158,120,0.8987,0.1293,166,151,0.1,0,0,0,0,11,2185.84,2260.95,0.2284
0,normal,Telemetry stream verified: Core metrics secure.,79.07,85.76,275,0,0,0.5587,332,2671,0,157,110,0.8773,0.1133,191,163,0.0734,0,0,0,0,15,3362.26,1508.56,0.1243
0,normal,Telemetry stream verified: Core metrics secure.,74.97,85.26,267,0,0,0.7137,1025,3138,0,159,134,0.8783,0.1297,183,167,0.0777,0,0,0,0,10,2955.35,2137.29,0.3266
0,normal,Telemetry stream verified: Core metrics secure.,79.75,83.57,281,0,0,2.4778,589,1055,0,163,115,0.9294,0.1207,196,176,0.0989,0,0,0,0,14,3515.51,2318.39,0.5583
1,Insider misuse,Identity Alert: Multiple credential validation mismatches combined with large volume data reads.,82.06,88.93,282,0,0,1.9059,2211130,231,0,162,142,0.8971,0.0858,186,139,0.1128,0,1,1,1,8,152712.46,1664.85,9571.9913
0,normal,Telemetry stream verified: Core metrics secure.,76.27,83.94,282,0,0,0.7546,239,1710,0,158,111,0.9389,0.1081,174,149,0.0739,0,0,0,0,12,2481.39,2033.19,0.1398
0,normal,Telemetry stream verified: Core metrics secure.,81.42,88.5,266,0,0,0.3734,442,9178,0,162,124,0.8874,0.0474,178,135,0.0303,0,0,0,0,17,1953.28,1638.34,0.0482
0,normal,Telemetry stream verified: Core metrics secure.,80.32,88.25,280,0,0,1.8713,2405,785,0,158,125,0.9503,0.1442,177,162,0.0123,0,0,0,0,9,3262.41,1945.32,3.0637
0,normal,Telemetry stream verified: Core metrics secure.,76.0,87.25,273,0,0,1.9049,953,2764,0,158,139,0.8322,0.056,160,129,0.0667,0,0,0,0,15,2894.17,1675.4,0.3448
0,normal,Telemetry stream verified: Core metrics secure.,73.85,79.66,279,0,0,1.9223,589,3018,0,156,140,0.9923,0.032,172,164,0.0252,0,0,0,0,18,2330.41,2454.27,0.1952
0,normal,Telemetry stream verified: Core metrics secure.,81.95,81.69,277,0,0,1.6489,2201,3485,0,163,128,0.8521,0.108,204,143,0.0159,0,0,0,0,17,3136.08,981.16,0.6316
0,normal,Telemetry stream verified: Core metrics secure.,80.02,83.62,280,0,0,2.4842,98,99,0,158,121,0.8784,0.1419,169,137,0.0385,0,0,0,0,18,2040.2,2193.4,0.9899
0,normal,Telemetry stream verified: Core metrics secure.,76.63,86.83,266,0,0,0.2414,818,1081,0,159,137,0.9749,0.1435,168,169,0.1141,0,0,0,0,10,3291.28,1221.0,0.7567
0,normal,Telemetry stream verified: Core metrics secure.,86.49,86.58,266,0,0,0.4833,80,616,0,162,129,0.8123,0.0637,205,144,0.111,0,0,0,0,12,1873.48,2283.76,0.1299
0,normal,Telemetry stream verified: Core metrics secure.,77.02,86.48,273,0,0,0.8835,1883,236,0,163,125,0.9655,0.0732,185,167,0.0471,0,0,0,0,10,2689.49,1650.47,7.9788
0,normal,Telemetry stream verified: Core metrics secure.,80.63,81.41,278,0,0,1.562,379,3884,0,156,126,0.9413,0.1126,198,138,0.0161,0,0,0,0,17,2217.2,1696.07,0.0976
0,normal,Telemetry stream verified: Core metrics secure.,74.78,82.5,280,0,0,1.3659,102,2191,0,162,116,0.8832,0.0644,210,134,0.0701,0,0,0,0,15,3011.3,2513.09,0.0466
1,Malicious container,Docker Monitor: Container breakout detected. Local host directories mounting bypass active.,90.86,88.2,284,1,1,1.7605,290,2688,0,163,131,0.8005,0.0307,167,162,0.0046,0,0,0,0,10,2093.37,2301.52,0.1079
1,Lateral movement,Security Alert: Sweep port scan detected originating from internal service socket.,95.0,83.86,283,0,0,2.4371,1173,3146,0,181,202,0.8757,0.8391,166,167,0.0288,0,0,0,0,16,1805.05,2770.18,0.3729
0,normal,Telemetry stream verified: Core metrics secure.,74.93,86.23,267,0,0,0.1317,1052,2528,0,156,120,0.8202,0.1073,165,129,0.1104,0,0,0,0,18,3159.91,919.85,0.4161
1,Botnet node,Security Alert: High-rate outbound beacon detected matching known C2 channels.,100.0,81.44,265,0,0,0.4658,86457,1500,0,160,128,0.8509,0.1372,164,171,0.9358,1,0,0,0,13,2018.88,1387.79,57.638
0,normal,Telemetry stream verified: Core metrics secure.,82.09,86.34,277,0,0,1.3063,498,236,0,158,139,0.9634,0.0906,197,172,0.0124,0,0,0,0,12,3463.24,1110.3,2.1102
0,normal,Telemetry stream verified: Core metrics secure.,76.33,86.87,272,0,0,0.6475,530,3283,0,161,125,0.8094,0.0622,192,169,0.0593,0,0,0,0,17,2087.94,1614.21,0.1614
0,normal,Telemetry stream verified: Core metrics secure.,84.77,79.58,281,0,0,1.2484,422,2701,0,158,137,0.8005,0.1069,200,135,0.1173,0,0,0,0,13,2628.46,2458.26,0.1562
1,Compromised VM,Integrity Alert: Local privilege escalation shell spawned by unrecognized compiler runtime.,89.38,86.4,391,1,1,1.1151,2445,1745,0,163,145,0.8236,0.0075,196,160,0.0473,0,0,0,0,18,2331.21,1952.53,1.4011
0,normal,Telemetry stream verified: Core metrics secure.,79.07,86.68,268,0,0,2.2358,369,8722,0,157,114,0.9499,0.1113,167,171,0.0362,0,0,0,0,8,2656.73,2323.13,0.0423
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,84.25,91.35,282,0,0,1.5972,115,608,0,161,115,0.9208,0.1499,188,163,0.0108,0,0,0,1,18,3234.13,959.19,0.1891
1,Lateral movement,Security Alert: Sweep port scan detected originating from internal service socket.,95.0,84.87,281,0,0,0.3404,767,2522,0,186,154,0.8262,0.9026,155,173,0.0134,0,0,0,0,15,2791.8,1829.09,0.3041
0,normal,Telemetry stream verified: Core metrics secure.,75.48,87.59,268,0,0,1.7086,239,3624,0,159,136,0.9461,0.1402,168,168,0.0537,0,0,0,0,8,2321.45,931.42,0.0659
0,normal,Telemetry stream verified: Core metrics secure.,78.58,86.44,275,0,0,2.1692,373,2094,0,159,112,0.836,0.062,181,137,0.1191,0,0,0,0,8,1851.22,1793.54,0.1781
0,normal,Telemetry stream verified: Core metrics secure.,79.01,84.19,273,0,0,1.2345,195,542,0,161,124,0.9951,0.0097,162,166,0.0863,0,0,0,0,15,3579.92,2101.23,0.3598
1,Malicious container,Docker Monitor: Container breakout detected. Local host directories mounting bypass active.,97.41,89.02,267,1,1,2.4987,193,4668,0,160,131,0.8254,0.1198,201,157,0.0023,0,0,0,0,18,2566.7,1436.13,0.0413
1,Compromised VM,Integrity Alert: Local privilege escalation shell spawned by unrecognized compiler runtime.,95.82,97.57,398,1,1,1.5477,235,2456,0,160,123,0.9665,0.0072,180,163,0.0617,0,0,0,0,13,2378.63,1586.42,0.0957
0,normal,Telemetry stream verified: Core metrics secure.,82.57,85.41,283,0,0,0.5145,648,223,0,157,141,0.8028,0.1424,172,125,0.101,0,0,0,0,8,1830.87,2729.3,2.9058
0,normal,Telemetry stream verified: Core metrics secure.,79.07,84.82,275,0,0,0.7247,1552,2634,0,156,122,0.8045,0.0335,194,145,0.0331,0,0,0,0,9,3068.56,1043.55,0.5892
1,Botnet node,Security Alert: High-rate outbound beacon detected matching known C2 channels.,100.0,87.88,280,0,0,1.6051,41801,1500,0,158,114,0.9767,0.0831,175,156,0.8838,1,0,0,0,13,2536.66,1871.7,27.8673
0,normal,Telemetry stream verified: Core metrics secure.,77.76,87.5,278,0,0,0.5529,129,11136,0,162,132,0.8786,0.0903,179,142,0.1063,0,0,0,0,18,2551.27,2450.45,0.0116
0,normal,Telemetry stream verified: Core metrics secure.,85.2,89.46,275,0,0,0.3245,553,3287,0,163,138,0.898,0.1066,177,149,0.0574,0,0,0,0,10,3513.48,1725.51,0.1682
0,normal,Telemetry stream verified: Core metrics secure.,88.7,82.38,267,0,0,0.1923,96,449,0,158,115,0.8066,0.0321,163,133,0.0099,0,0,0,0,11,3368.7,1248.86,0.2138
0,normal,Telemetry stream verified: Core metrics secure.,75.16,86.01,279,0,0,2.287,41,492,0,162,133,0.8713,0.0924,190,156,0.0459,0,0,0,0,12,1759.02,2180.71,0.0833
0,normal,Telemetry stream verified: Core metrics secure.,75.45,86.12,269,0,0,1.1552,319,357,0,159,135,0.8548,0.1349,206,166,0.1018,0,0,0,0,12,1771.83,2424.58,0.8936
1,Insider misuse,Identity Alert: Multiple credential validation mismatches combined with large volume data reads.,78.19,85.95,278,0,0,0.208,1665426,341,0,159,132,0.9643,0.0087,161,134,0.0708,0,1,1,1,12,304301.58,1206.66,4883.9472
0,normal,Telemetry stream verified: Core metrics secure.,80.35,82.6,283,0,0,2.321,1494,987,0,160,135,0.8558,0.0442,176,165,0.119,0,0,0,0,8,1716.55,1547.1,1.5137
0,normal,Telemetry stream verified: Core metrics secure.,79.36,84.43,274,0,0,2.1883,325,4485,0,156,136,0.9586,0.0558,193,156,0.0028,0,0,0,0,15,2111.54,1615.5,0.0725
0,normal,Telemetry stream verified: Core metrics secure.,78.99,83.03,277,0,0,1.5873,241,1869,0,165,144,0.9711,0.0286,179,145,0.0039,0,0,0,0,14,1942.0,1492.68,0.1289
0,normal,Telemetry stream verified: Core metrics secure.,77.82,87.21,274,0,0,2.2855,457,526,0,163,136,0.9385,0.0111,167,159,0.054,0,0,0,0,12,2563.79,1130.33,0.8688
0,normal,Telemetry stream verified: Core metrics secure.,71.26,87.8,272,0,0,0.8713,280,241,0,164,139,0.8349,0.0321,167,144,0.0336,0,0,0,0,8,3305.16,849.24,1.1618
0,normal,Telemetry stream verified: Core metrics secure.,74.76,82.58,282,0,0,1.1869,40,5031,0,161,114,0.8444,0.1052,164,157,0.0666,0,0,0,0,11,1746.55,2684.84,0.008
1,Botnet node,Security Alert: High-rate outbound beacon detected matching known C2 channels.,100.0,79.41,277,0,0,1.7699,71940,1500,0,163,143,0.9169,0.0226,163,167,0.8513,1,0,0,0,14,2131.87,1000.88,47.96
0,normal,Telemetry stream verified: Core metrics secure.,82.23,89.78,280,0,0,2.0508,3359,2635,0,157,135,0.8814,0.0632,185,140,0.088,0,0,0,0,11,2338.86,1433.41,1.2748
0,normal,Telemetry stream verified: Core metrics secure.,72.51,87.56,283,0,0,1.5358,2114,1714,0,157,126,0.8834,0.0507,198,158,0.1104,0,0,0,0,11,2005.0,2030.27,1.2334
0,normal,Telemetry stream verified: Core metrics secure.,77.88,82.7,268,0,0,2.4895,1126,354,0,164,128,0.8393,0.0348,205,151,0.0915,0,0,0,0,11,2469.21,2725.82,3.1808
0,normal,Telemetry stream verified: Core metrics secure.,81.6,88.99,278,0,0,0.3104,224,707,0,162,121,0.8421,0.0698,194,150,0.1054,0,0,0,0,16,2398.4,1465.64,0.3168
0,normal,Telemetry stream verified: Core metrics secure.,79.48,86.76,268,0,0,0.1491,75,64,0,156,139,0.9568,0.0304,186,129,0.0649,0,0,0,0,10,3317.5,969.3,1.1719
0,normal,Telemetry stream verified: Core metrics secure.,78.16,81.34,268,0,0,2.329,384,1713,0,161,119,0.8894,0.058,171,163,0.1152,0,0,0,0,13,2501.3,1576.49,0.2242
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,78.74,81.53,273,0,0,0.7924,313,904,0,161,138,0.98,0.0706,194,144,0.0177,0,0,0,1,16,2773.9,1406.37,0.3462
0,normal,Telemetry stream verified: Core metrics secure.,80.88,78.97,269,0,0,0.9908,112,95,0,163,133,0.8111,0.1238,201,168,0.1184,0,0,0,0,17,3499.14,1671.17,1.1789
0,normal,Telemetry stream verified: Core metrics secure.,85.82,83.09,269,0,0,1.5525,254,2924,0,158,131,0.8162,0.0698,198,154,0.0027,0,0,0,0,11,2479.86,1156.52,0.0869
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,79.32,81.37,269,0,0,1.8247,1945,1209,0,159,134,0.9655,0.1437,197,145,0.0375,0,0,0,1,13,1848.95,2787.59,1.6088
0,normal,Telemetry stream verified: Core metrics secure.,80.15,85.22,274,0,0,2.0322,1905,1554,0,164,121,0.9845,0.0433,169,163,0.0407,0,0,0,0,18,2504.01,1790.69,1.2259
0,normal,Telemetry stream verified: Core metrics secure.,77.68,83.83,281,0,0,2.3823,312,109,0,163,129,0.8491,0.1457,199,147,0.0492,0,0,0,0,13,2132.42,2104.45,2.8624
0,normal,Telemetry stream verified: Core metrics secure.,85.3,90.68,274,0,0,2.4062,226,222,0,162,119,0.8721,0.0145,194,171,0.0854,0,0,0,0,13,3020.66,2079.79,1.018
0,normal,Telemetry stream verified: Core metrics secure.,79.6,82.35,273,0,0,2.0463,571,691,0,162,124,0.8943,0.0011,175,159,0.0536,0,0,0,0,8,1779.12,1083.3,0.8263
0,normal,Telemetry stream verified: Core metrics secure.,71.9,79.37,282,0,0,1.96,848,350,0,158,111,0.9257,0.0638,199,134,0.0658,0,0,0,0,14,3326.94,1424.96,2.4229
1,Lateral movement,Security Alert: Sweep port scan detected originating from internal service socket.,95.0,85.26,277,0,0,1.17,333,2344,0,177,151,0.8206,0.9773,234,142,0.0459,0,0,0,0,14,1979.47,1716.45,0.1421
0,normal,Telemetry stream verified: Core metrics secure.,80.01,84.22,276,0,0,2.4226,666,278,0,163,115,0.858,0.001,163,142,0.0716,0,0,0,0,14,2349.46,1828.26,2.3957
0,normal,Telemetry stream verified: Core metrics secure.,80.51,83.57,268,0,0,0.6641,1350,2265,0,161,128,0.9011,0.1447,170,134,0.0682,0,0,0,0,10,3345.93,2300.21,0.596
0,normal,Telemetry stream verified: Core metrics secure.,79.94,87.39,265,0,0,2.0006,767,1783,0,163,146,0.9653,0.0594,172,175,0.0311,0,0,0,0,9,3233.4,1788.99,0.4302
0,normal,Telemetry stream verified: Core metrics secure.,80.29,87.63,276,0,0,1.32,383,1478,0,163,115,0.9285,0.109,168,145,0.0871,0,0,0,0,14,2553.48,2255.43,0.2591
0,normal,Telemetry stream verified: Core metrics secure.,78.62,80.68,280,0,0,0.4852,2894,2771,0,158,119,0.8097,0.0937,202,139,0.0064,0,0,0,0,14,2511.49,951.23,1.0444
0,normal,Telemetry stream verified: Core metrics secure.,82.98,85.29,272,0,0,0.2722,258,653,0,165,147,0.8593,0.096,200,152,0.0203,0,0,0,0,13,2113.65,2016.84,0.3951
0,normal,Telemetry stream verified: Core metrics secure.,83.32,82.39,274,0,0,0.6486,1070,359,0,161,144,0.8442,0.0001,206,139,0.0606,0,0,0,0,16,2791.61,1206.74,2.9805
0,normal,Telemetry stream verified: Core metrics secure.,81.16,86.81,272,0,0,1.2972,290,1754,0,157,129,0.8027,0.0801,198,130,0.0559,0,0,0,0,9,3355.27,1035.92,0.1653
0,normal,Telemetry stream verified: Core metrics secure.,78.75,84.76,283,0,0,2.2176,48,617,0,158,133,0.9497,0.0883,182,155,0.1078,0,0,0,0,17,2030.13,1282.22,0.0778
0,normal,Telemetry stream verified: Core metrics secure.,79.96,86.82,273,0,0,1.7613,177,1201,0,157,126,0.8001,0.0059,193,125,0.0978,0,0,0,0,14,2686.64,1988.12,0.1474
0,normal,Telemetry stream verified: Core metrics secure.,76.24,83.36,281,0,0,0.7899,486,254,0,157,136,0.8479,0.1144,197,170,0.0384,0,0,0,0,11,2713.63,2004.58,1.9134
0,normal,Telemetry stream verified: Core metrics secure.,82.18,85.04,281,0,0,0.4565,106,3868,0,165,135,0.9518,0.0809,176,138,0.0591,0,0,0,0,11,3255.52,2446.49,0.0274
0,normal,Telemetry stream verified: Core metrics secure.,69.83,86.42,279,0,0,1.6241,385,2701,0,165,117,0.8699,0.0372,179,154,0.073,0,0,0,0,11,1635.24,2697.59,0.1425
1,Botnet node,Security Alert: High-rate outbound beacon detected matching known C2 channels.,100.0,87.86,267,0,0,1.4497,108580,1500,0,163,143,0.9184,0.1211,180,166,0.9551,1,0,0,0,8,3259.07,2536.1,72.3867
1,Lateral movement,Security Alert: Sweep port scan detected originating from internal service socket.,95.0,84.98,269,0,0,1.6439,707,635,0,193,132,0.9802,0.8863,175,147,0.0072,0,0,0,0,13,2792.07,2674.54,1.1134
0,normal,Telemetry stream verified: Core metrics secure.,77.87,84.41,276,0,0,1.6021,1496,192,0,163,127,0.892,0.069,195,176,0.0717,0,0,0,0,9,3311.64,2034.56,7.7917
0,normal,Telemetry stream verified: Core metrics secure.,83.59,87.28,271,0,0,1.4297,1118,1071,0,163,137,0.8784,0.0554,185,135,0.0256,0,0,0,0,15,3418.55,1487.26,1.0439
0,normal,Telemetry stream verified: Core metrics secure.,76.56,84.57,281,0,0,0.2129,1310,3028,0,159,135,0.9169,0.0198,205,171,0.0185,0,0,0,0,12,2432.81,1007.86,0.4326
1,Insider misuse,Identity Alert: Multiple credential validation mismatches combined with large volume data reads.,77.63,81.42,273,0,0,2.3974,1745585,1104,0,160,121,0.8925,0.1149,173,147,0.038,0,1,1,1,12,295770.51,2282.63,1581.1458
0,normal,Telemetry stream verified: Core metrics secure.,70.82,86.59,281,0,0,1.5377,1358,4854,0,163,128,0.9881,0.0243,178,149,0.0576,0,0,0,0,10,2979.05,1148.39,0.2798
0,normal,Telemetry stream verified: Core metrics secure.,83.6,85.36,273,0,0,0.2896,175,1049,0,160,132,0.9915,0.1134,188,141,0.0127,0,0,0,0,12,1935.58,2717.59,0.1668
0,normal,Telemetry stream verified: Core metrics secure.,71.67,84.16,266,0,0,1.8857,261,1458,0,163,131,0.8484,0.0981,167,142,0.0076,0,0,0,0,14,3298.35,2652.45,0.179
0,normal,Telemetry stream verified: Core metrics secure.,77.67,80.5,284,0,0,1.7175,1428,2176,0,163,139,0.8217,0.0625,174,164,0.0621,0,0,0,0,9,2613.82,1395.52,0.6562
0,normal,Telemetry stream verified: Core metrics secure.,78.27,80.39,276,0,0,1.7988,538,511,0,162,135,0.9323,0.104,209,175,0.0621,0,0,0,0,18,1706.69,1722.02,1.0528
0,normal,Telemetry stream verified: Core metrics secure.,78.94,80.53,265,0,0,1.8818,153,709,0,160,135,0.9374,0.0505,184,164,0.0499,0,0,0,0,18,2788.82,1609.33,0.2158
0,normal,Telemetry stream verified: Core metrics secure.,75.77,83.9,271,0,0,0.5029,766,1937,0,157,111,0.9157,0.1084,162,154,0.0898,0,0,0,0,17,3194.39,1505.03,0.3955
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,77.4,84.82,281,0,0,2.1976,4164,2179,0,164,127,0.9567,0.0087,197,176,0.1082,0,0,0,1,12,3026.78,1207.01,1.911
0,normal,Telemetry stream verified: Core metrics secure.,78.1,85.31,281,0,0,2.0092,136,1412,0,162,118,0.9864,0.1033,196,145,0.1133,0,0,0,0,11,1769.72,1774.98,0.0963
0,normal,Telemetry stream verified: Core metrics secure.,86.13,86.68,270,0,0,1.2877,1157,911,0,158,126,0.939,0.062,193,153,0.0143,0,0,0,0,13,2430.04,1353.65,1.27
0,normal,Telemetry stream verified: Core metrics secure.,85.67,84.25,270,0,0,1.9701,736,1115,0,158,131,0.8366,0.0599,172,147,0.0604,0,0,0,0,11,2101.97,2031.7,0.6601
1,Malicious container,Docker Monitor: Container breakout detected. Local host directories mounting bypass active.,94.49,77.04,270,1,1,1.66,253,2631,0,163,134,0.8288,0.0907,191,149,0.0839,0,0,0,0,16,3022.79,1031.41,0.0962
0,normal,Telemetry stream verified: Core metrics secure.,78.7,89.5,274,0,0,0.1527,47,1783,0,158,122,0.8185,0.0961,173,157,0.054,0,0,0,0,18,3322.14,2211.58,0.0264
0,normal,Telemetry stream verified: Core metrics secure.,86.28,88.73,279,0,0,2.1154,1629,1478,0,165,143,0.8746,0.1026,206,161,0.0405,0,0,0,0,16,1975.54,2005.8,1.1022
1,Insider misuse,Identity Alert: Multiple credential validation mismatches combined with large volume data reads.,79.29,89.79,281,0,0,1.1777,2567068,782,0,163,124,0.8781,0.0092,182,174,0.1146,0,1,1,1,16,245714.12,2459.7,3282.6957
0,normal,Telemetry stream verified: Core metrics secure.,77.86,86.55,273,0,0,2.0664,1727,1150,0,160,134,0.8811,0.0872,173,131,0.0361,0,0,0,0,14,3080.78,1604.47,1.5017
0,normal,Telemetry stream verified: Core metrics secure.,76.21,83.39,284,0,0,1.8287,671,4854,0,161,114,0.9736,0.0568,194,149,0.0863,0,0,0,0,12,2082.19,1161.42,0.1382
0,normal,Telemetry stream verified: Core metrics secure.,79.55,86.53,270,0,0,1.4222,301,479,0,157,110,0.8893,0.1366,188,156,0.0692,0,0,0,0,17,2375.63,2195.57,0.6284
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,81.8,86.65,265,0,0,1.2039,256,216,0,158,131,0.805,0.0075,201,139,0.0038,0,0,0,1,18,3485.54,1281.83,1.1852
0,normal,Telemetry stream verified: Core metrics secure.,79.63,86.97,282,0,0,2.0916,599,196,0,160,137,0.8579,0.1101,198,161,0.0239,0,0,0,0,14,2839.64,1192.73,3.0561
1,Malicious container,Docker Monitor: Container breakout detected. Local host directories mounting bypass active.,90.6,78.04,280,1,1,0.3936,1263,1014,0,160,114,0.906,0.0396,170,162,0.0876,0,0,0,0,8,3000.24,1922.33,1.2456
1,Insider misuse,Identity Alert: Multiple credential validation mismatches combined with large volume data reads.,80.42,88.9,271,0,0,0.9827,1210098,545,0,162,131,0.8735,0.1409,204,159,0.0498,0,1,1,1,13,174106.62,1002.9,2220.3633
0,normal,Telemetry stream verified: Core metrics secure.,74.2,83.71,280,0,0,0.8146,609,2470,0,163,140,0.8627,0.0791,207,139,0.1045,0,0,0,0,8,3372.95,2499.87,0.2466
1,Lateral movement,Security Alert: Sweep port scan detected originating from internal service socket.,95.0,84.05,283,0,0,0.3813,1005,1193,0,182,207,0.8538,0.8313,195,164,0.028,0,0,0,0,17,2872.42,2135.74,0.8424
0,normal,Telemetry stream verified: Core metrics secure.,70.08,80.81,265,0,0,1.1813,434,6231,0,159,124,0.9362,0.1322,201,142,0.078,0,0,0,0,11,2783.89,2200.62,0.0697
0,normal,Telemetry stream verified: Core metrics secure.,81.15,89.7,283,0,0,2.2577,644,90,0,158,136,0.8235,0.0004,176,126,0.0616,0,0,0,0,18,2386.56,1310.36,7.1556
0,normal,Telemetry stream verified: Core metrics secure.,77.26,89.1,275,0,0,1.4519,1787,2187,0,161,137,0.8427,0.013,185,159,0.0578,0,0,0,0,10,2417.36,1691.56,0.8171
0,normal,Telemetry stream verified: Core metrics secure.,73.18,82.83,278,0,0,1.6182,55,222,0,165,139,0.8066,0.1172,172,142,0.0526,0,0,0,0,15,2420.27,1374.95,0.2477
